Time;Server;Error type;Start-Stop
51.59439253286063;credit#642d0576-c5c3-4add-b4d9-f72615ca4141;Block;Start
60.630258241936225;credit#642d0576-c5c3-4add-b4d9-f72615ca4141;Block;Stop
