Time;Server;Error type;Start-Stop
49.75882886368252;balance#e23ec308-b3d0-4ab8-94b1-536ee78b7c34;Block;Start
59.21548623867655;balance#e23ec308-b3d0-4ab8-94b1-536ee78b7c34;Block;Stop
